Date,Plant,Production,Raw Material,Sales
4/30/2013,Mexico,48225.178,50800,0
5/1/2013,Mexico,48266.421,51440,0.07
5/2/2013,Mexico,49148.405,51540,0.07
5/3/2013,Mexico,46616.81,49230,0.07
5/4/2013,Mexico,49267.529,51750,0
5/5/2013,Mexico,49343.597,52430,0
5/6/2013,Mexico,48947.757,51810,0.07
5/7/2013,Mexico,48373.799,51580,0.07
5/8/2013,Mexico,47463.032,49900,0.07
5/9/2013,Mexico,47132.561,50050,0.07
5/10/2013,Mexico,46550.126,49010,0.07
5/11/2013,Mexico,44827.584,47130,0.07
5/12/2013,Mexico,47942.042,50530,0.07
5/13/2013,Mexico,47012.03,49760,0.07
5/14/2013,Mexico,47544.879,50670,0
5/15/2013,Mexico,48624.96,51060,0.07
5/16/2013,Mexico,45387.571,48410,0.07
5/17/2013,Mexico,46125.989,48590,0
5/18/2013,Mexico,48210.418,51160,0.07
5/19/2013,Mexico,48597.847,50980,0
5/20/2013,Mexico,48034.938,50540,0
5/21/2013,Mexico,48783.244,51650,0.07
5/22/2013,Mexico,47770.144,50370,0.07
5/23/2013,Mexico,49227.905,52020,0
5/24/2013,Mexico,48676.146,51440,0.07
5/25/2013,Mexico,46750.846,48890,0.07
5/26/2013,Mexico,48848.3,52040,0
5/27/2013,Mexico,45643.957,48510,0.07
5/28/2013,Mexico,45568.209,48180,0.07
5/29/2013,Mexico,46795.849,49120,0.07
5/30/2013,Mexico,49126.179,52130,0
5/31/2013,Mexico,46404.323,49450,0
6/1/2013,Mexico,48101.613,50300,0.07
6/2/2013,Mexico,46348.062,48790,0.07
6/3/2013,Mexico,44786.637,47160,0.07
6/4/2013,Mexico,45820.753,48730,0
6/5/2013,Mexico,49386.038,52550,0
6/6/2013,Mexico,44953.716,47500,0
6/7/2013,Mexico,47539.655,49720,0.07
6/8/2013,Mexico,49253.698,52380,0.07
6/9/2013,Mexico,46279.397,49260,0
6/10/2013,Mexico,47330.734,49620,0
6/11/2013,Mexico,48375.647,50860,0.07
6/12/2013,Mexico,48571.374,51290,0.07
6/13/2013,Mexico,45167.15,47470,0.07
6/14/2013,Mexico,47982.915,50570,0.07
6/15/2013,Mexico,46041.143,48260,0
6/16/2013,Mexico,48154.675,50760,0
6/17/2013,Mexico,46327.732,49110,0
6/18/2013,Mexico,47452.976,49920,0
6/19/2013,Mexico,46811.468,49300,0.07
6/20/2013,Mexico,48365.193,51080,0.07
6/21/2013,Mexico,46099.923,48270,0
6/22/2013,Mexico,48234.151,50910,0.07
6/23/2013,Mexico,46861.493,49190,0
6/24/2013,Mexico,48515.058,51070,0
6/25/2013,Mexico,48782.513,51150,0.07
6/26/2013,Mexico,49194.288,52130,0.07
6/27/2013,Mexico,47805.463,50880,0.07
6/28/2013,Mexico,45374.428,47980,0.07
6/29/2013,Mexico,47016.806,49960,0
6/30/2013,Mexico,44785.22,47110,0
7/1/2013,Mexico,46866.137,49640,0
7/2/2013,Mexico,48762.251,51240,0
7/3/2013,Mexico,46796.629,49790,0
7/4/2013,Mexico,49353.324,52280,0
7/5/2013,Mexico,45162.994,47670,0.07
7/6/2013,Mexico,48449.691,50770,0.07
7/7/2013,Mexico,44779.001,47200,0.07
7/8/2013,Mexico,47635.38,50160,0
7/9/2013,Mexico,49047.451,51390,0.07
7/10/2013,Mexico,46797.052,49390,0.07
7/11/2013,Mexico,45287.694,47760,0.07
7/12/2013,Mexico,47510.321,50110,0.07
7/13/2013,Mexico,48072.109,50290,0.07
7/14/2013,Mexico,49153.531,52220,0
7/15/2013,Mexico,48898.657,51580,0
7/16/2013,Mexico,45753.993,48120,0.07
7/17/2013,Mexico,46547.411,49560,0
7/18/2013,Mexico,46478.914,49570,0
7/19/2013,Mexico,45269.923,47640,0.07
7/20/2013,Mexico,45251.208,48130,0
7/21/2013,Mexico,45664.097,47920,0.07
7/22/2013,Mexico,46450.549,48940,0
7/23/2013,Mexico,45308.022,47580,0
7/24/2013,Mexico,47302.605,49890,0.07
7/25/2013,Mexico,47325.186,49970,0.07
7/26/2013,Mexico,45716.214,48320,0
7/27/2013,Mexico,47733.167,49990,0.07
7/28/2013,Mexico,48844.217,51220,0.07
7/29/2013,Mexico,45104.019,47160,0
7/30/2013,Mexico,47421.919,49770,0.07
7/31/2013,Mexico,47932.203,50480,0
8/1/2013,Mexico,48200.337,50540,0
8/2/2013,Mexico,48108.506,51140,0
8/3/2013,Mexico,45559.827,48410,0
8/4/2013,Mexico,46754.692,48940,0.07
8/5/2013,Mexico,48535.556,50900,0
8/6/2013,Mexico,47712.007,50110,0.07
8/7/2013,Mexico,48719.22,51590,0.07
8/8/2013,Mexico,45887.571,48880,0
8/9/2013,Mexico,48028.619,50980,0
8/10/2013,Mexico,45441.043,48170,0.07
8/11/2013,Mexico,48128.066,50380,0.07
8/12/2013,Mexico,46211.488,48610,0
8/13/2013,Mexico,47046.806,49390,0.07
8/14/2013,Mexico,45129.054,47610,0
8/15/2013,Mexico,46934.204,49210,0.07
8/16/2013,Mexico,47692.32,50000,0
8/17/2013,Mexico,48825.229,51400,0
8/18/2013,Mexico,48597.994,51200,0.07
8/19/2013,Mexico,45079.91,47780,0
8/20/2013,Mexico,44933.187,47530,0.07
8/21/2013,Mexico,46018.244,48730,0.07
8/22/2013,Mexico,46710.587,49720,0.07
8/23/2013,Mexico,46670.225,49360,0.07
8/24/2013,Mexico,46833.293,49800,0.07
8/25/2013,Mexico,48486.392,50970,0.07
8/26/2013,Mexico,48288.032,51310,0
8/27/2013,Mexico,46845.506,49920,0.07
8/28/2013,Mexico,46581.406,49410,0.07
8/29/2013,Mexico,44814.646,47050,0.07
8/30/2013,Mexico,45620.725,48230,0.07
8/31/2013,Mexico,47144.912,49710,0.07
9/1/2013,Mexico,48728.286,51230,0.07
9/2/2013,Mexico,48194.148,50430,0.07
9/3/2013,Mexico,44938.454,47240,0
9/4/2013,Mexico,48987.36,51470,0
9/5/2013,Mexico,45378.725,47640,0
9/6/2013,Mexico,45759.886,48800,0.07
9/7/2013,Mexico,47935.516,50740,0
9/8/2013,Mexico,45668.076,48700,0
9/9/2013,Mexico,46032.453,48620,0
9/10/2013,Mexico,46928.285,49970,0.07
9/11/2013,Mexico,46375.157,49310,0.07
9/12/2013,Mexico,48123.402,51200,0.07
9/13/2013,Mexico,48762.772,51810,0.07
9/14/2013,Mexico,47879.43,50680,0
9/15/2013,Mexico,45273.792,47950,0
9/16/2013,Mexico,46010.887,48300,0.07
9/17/2013,Mexico,45402.948,47790,0
9/18/2013,Mexico,49417.528,51800,0.07
9/19/2013,Mexico,49031.654,52180,0.07
9/20/2013,Mexico,44811.806,47750,0.07
9/21/2013,Mexico,49390.809,52460,0.07
9/22/2013,Mexico,46499.507,49350,0.07
9/23/2013,Mexico,48931.894,52000,0
9/24/2013,Mexico,46177.493,48370,0.07
9/25/2013,Mexico,45903.14,48620,0
9/26/2013,Mexico,46039.181,48870,0.07
9/27/2013,Mexico,47625.595,49940,0
9/28/2013,Mexico,46817.439,49470,0
9/29/2013,Mexico,45096.628,47520,0
9/30/2013,Mexico,48286.373,50670,0.07
10/1/2013,Mexico,47659.606,50140,0.07
10/2/2013,Mexico,46518.072,49400,0
10/3/2013,Mexico,48678.551,51400,0.07
10/4/2013,Mexico,45547.605,48570,0.07
10/5/2013,Mexico,49101.79,51670,0
10/6/2013,Mexico,47386.862,49550,0
10/7/2013,Mexico,47698.007,50010,0.07
10/8/2013,Mexico,48067.181,51210,0.07
10/9/2013,Mexico,48412.662,50720,0.07
10/10/2013,Mexico,48414.689,50960,0
10/11/2013,Mexico,48820.953,51330,0.07
10/12/2013,Mexico,45180.596,47270,0.07
10/13/2013,Mexico,45890.336,48620,0
10/14/2013,Mexico,48980.734,51250,0.07
10/15/2013,Mexico,46538.382,49570,0.07
10/16/2013,Mexico,44775.62,46950,0
10/17/2013,Mexico,47418.687,50140,0.07
10/18/2013,Mexico,46307.285,48760,0
10/19/2013,Mexico,48864.059,51910,0
10/20/2013,Mexico,46485.094,48740,0
10/21/2013,Mexico,46887.631,49150,0
10/22/2013,Mexico,47903.282,50640,0.07
10/23/2013,Mexico,48910.472,51290,0.07
10/24/2013,Mexico,47818.894,50450,0
10/25/2013,Mexico,49454.376,52260,0
10/26/2013,Mexico,46645.032,48920,0
10/27/2013,Mexico,49221.599,51720,0.07
10/28/2013,Mexico,49183.096,52060,0
10/29/2013,Mexico,48683.376,51880,0.07
10/30/2013,Mexico,49061.816,51860,0.07
10/31/2013,Mexico,48119.497,51150,0.07
11/1/2013,Mexico,47959.542,50710,0.07
11/2/2013,Mexico,46782.186,49120,0
11/3/2013,Mexico,47655.447,50760,0
11/4/2013,Mexico,48554.48,51340,0.07
11/5/2013,Mexico,45071.334,48060,0
11/6/2013,Mexico,46728.631,49620,0.07
11/7/2013,Mexico,46541.714,49620,0.07
11/8/2013,Mexico,47962.175,50470,0.07
11/9/2013,Mexico,46701.121,49480,0.07
11/10/2013,Mexico,45907.385,48400,0
11/11/2013,Mexico,46241.872,48660,0
11/12/2013,Mexico,47966.28,50910,0.07
11/13/2013,Mexico,48065.246,50680,0
11/14/2013,Mexico,47407.446,50530,0.07
11/15/2013,Mexico,47666.696,50810,0.07
11/16/2013,Mexico,46627.616,49010,0.07
11/17/2013,Mexico,44772.223,47210,0.07
11/18/2013,Mexico,45033.54,47550,0.07
11/19/2013,Mexico,45563.932,47790,0
11/20/2013,Mexico,49052.665,52000,0.07
11/21/2013,Mexico,48918.922,52010,0
11/22/2013,Mexico,47443.557,50110,0.07
11/23/2013,Mexico,45487.061,47880,0.07
11/24/2013,Mexico,48130.786,51030,0.07
11/25/2013,Mexico,45988.593,48140,0
11/26/2013,Mexico,49174.895,52030,0
11/27/2013,Mexico,46408.107,49360,0
11/28/2013,Mexico,46969.037,49160,0
11/29/2013,Mexico,48713.425,51200,0.07
11/30/2013,Mexico,47001.93,49650,0
12/1/2013,Mexico,48165.531,51050,0.07
12/2/2013,Mexico,45423.55,48380,0.07
12/3/2013,Mexico,45503.229,48360,0
12/4/2013,Mexico,44959.723,47330,0.07
12/5/2013,Mexico,46725.447,49140,0.07
12/6/2013,Mexico,47930.2,50130,0.07
12/7/2013,Mexico,45139.917,47800,0
12/8/2013,Mexico,44866.871,46990,0
12/9/2013,Mexico,48331.879,50740,0.07
12/10/2013,Mexico,46421.004,49270,0.07
12/11/2013,Mexico,47980.192,50780,0
12/12/2013,Mexico,47746.44,50540,0.07
12/13/2013,Mexico,48531.792,50880,0.07
12/14/2013,Mexico,46848.695,49220,0
12/15/2013,Mexico,48481.976,50700,0.07
12/16/2013,Mexico,45620.634,47880,0
12/17/2013,Mexico,47066.206,49360,0
12/18/2013,Mexico,47329.16,50290,0.07
12/19/2013,Mexico,48206.253,50800,0.07
12/20/2013,Mexico,46861.344,49070,0
12/21/2013,Mexico,46444.714,49320,0
12/22/2013,Mexico,48575.939,50820,0
12/23/2013,Mexico,46574.455,49560,0
12/24/2013,Mexico,48625.164,51590,0.07
12/25/2013,Mexico,45507.422,48150,0.07
12/26/2013,Mexico,45437.861,48140,0.07
12/27/2013,Mexico,47477.836,50480,0.07
12/28/2013,Mexico,46817.862,49360,0
12/29/2013,Mexico,47651.039,49840,0
12/30/2013,Mexico,48153.275,50560,0.07
12/31/2013,Mexico,45435.716,47650,0.07
