Date,Plant,Production,Raw Material,Sales
4/10/2013,Sunchem,11217.687,11456.495,0
4/11/2013,Sunchem,11744.57,11948.935,0
4/12/2013,Sunchem,11410.727,11636.698,0
4/13/2013,Sunchem,11077.567,11313.226,0
4/14/2013,Sunchem,11518.973,11733.681,0
4/15/2013,Sunchem,11034.93,11255.533,0
4/16/2013,Sunchem,11010.243,11222.724,0
4/17/2013,Sunchem,10281.53,10507.292,0
4/18/2013,Sunchem,10862.004,11055.079,0
4/19/2013,Sunchem,11135.866,11378.819,0
4/20/2013,Sunchem,11375.476,11598.622,0
4/21/2013,Sunchem,10154.454,10350.686,0
4/22/2013,Sunchem,11692.985,11947.514,0
4/23/2013,Sunchem,11386.055,11602.054,0
4/24/2013,Sunchem,11364.258,11606.548,0
4/25/2013,Sunchem,10941.668,11137.9,0
4/26/2013,Sunchem,10395.47,10581.238,0
4/27/2013,Sunchem,10881.759,11088.386,0
4/28/2013,Sunchem,11430.409,11682.571,0
4/29/2013,Sunchem,10562.399,10768.444,0
4/30/2013,Sunchem,11570.789,11792.763,0
5/1/2013,Sunchem,10855.282,11052.529,0
5/2/2013,Sunchem,11554.465,11806.76,0
5/3/2013,Sunchem,11553.814,11796.032,0
5/4/2013,Sunchem,11045.127,11242.824,0
5/5/2013,Sunchem,11005.979,11251.252,0
5/6/2013,Sunchem,10675.284,10895.228,0
5/7/2013,Sunchem,11248.659,11495.668,0
5/8/2013,Sunchem,11040.017,11266.758,0
5/9/2013,Sunchem,11045.275,11250.669,0
5/10/2013,Sunchem,10212.798,10402.21,0
5/11/2013,Sunchem,10867.253,11069.83,0
5/12/2013,Sunchem,11644.86,11903.998,0
5/13/2013,Sunchem,11353.352,11559.431,0
5/14/2013,Sunchem,11243.974,11465.188,0
5/15/2013,Sunchem,11669.505,11917.644,0
5/16/2013,Sunchem,11514.452,11765.87,0
5/17/2013,Sunchem,10919.838,11141.492,0
5/18/2013,Sunchem,11025.374,11227.13,0.323063167
5/19/2013,Sunchem,10340.557,10534.325,0
5/20/2013,Sunchem,10246.616,10430.312,0
5/21/2013,Sunchem,11434.144,11643.948,0
5/22/2013,Sunchem,10624.2,10841.838,0
5/23/2013,Sunchem,10900.992,11107.214,0
5/24/2013,Sunchem,11134.229,11340.189,0
5/25/2013,Sunchem,10479.862,10701.28,0
5/26/2013,Sunchem,11665.417,11880.06,0
5/27/2013,Sunchem,11516.607,11726.245,0
5/28/2013,Sunchem,11062.954,11308.752,0
5/29/2013,Sunchem,10148.052,10353.967,0
5/30/2013,Sunchem,10425.979,10611.055,0
5/31/2013,Sunchem,10560.855,10780.107,0
6/1/2013,Sunchem,10471.483,10676.547,0
6/2/2013,Sunchem,10625.995,10846.756,0
6/3/2013,Sunchem,11178.429,11421.698,0
6/4/2013,Sunchem,10709.657,10910.918,0
6/5/2013,Sunchem,11709.603,11958.188,0
6/6/2013,Sunchem,10317.226,10538.221,0
6/7/2013,Sunchem,11779.731,12032.89,0
6/8/2013,Sunchem,11269.419,11492.179,0
6/9/2013,Sunchem,10350.764,10572.037,0
6/10/2013,Sunchem,10193.142,10415.305,0
6/11/2013,Sunchem,10432.668,10660.754,0
6/12/2013,Sunchem,11599.539,11854.263,0
6/13/2013,Sunchem,10703.418,10896.795,0
6/14/2013,Sunchem,11759.505,11973.033,0.323423062
6/15/2013,Sunchem,10557.88,10774.405,0
6/16/2013,Sunchem,10477.442,10688.89,0
6/17/2013,Sunchem,10793.158,10987.021,0.327920606
6/18/2013,Sunchem,11017.15,11263.578,0
6/19/2013,Sunchem,11200.82,11394.491,0
6/20/2013,Sunchem,11157.903,11365.718,0
6/21/2013,Sunchem,10921.615,11134.563,0
6/22/2013,Sunchem,10876.574,11078.568,0
6/23/2013,Sunchem,11539.291,11778.048,0
6/24/2013,Sunchem,11519.168,11767.352,0
6/25/2013,Sunchem,11208.083,11455.553,0
6/26/2013,Sunchem,10539.683,10763.732,0
6/27/2013,Sunchem,10917.865,11145.242,0
6/28/2013,Sunchem,10598.077,10814.842,0
6/29/2013,Sunchem,10150.818,10376.59,0
6/30/2013,Sunchem,11109.039,11315.351,0
7/1/2013,Sunchem,11438.26,11671.235,0
7/2/2013,Sunchem,10517.7,10719.316,0
7/3/2013,Sunchem,10160.935,10364.468,0
7/4/2013,Sunchem,10350.022,10577.329,0.322822387
7/5/2013,Sunchem,11219.063,11456.72,0
7/6/2013,Sunchem,11699.946,11904.676,0
7/7/2013,Sunchem,11066.542,11270.177,0
7/8/2013,Sunchem,10584.138,10787.612,0
7/9/2013,Sunchem,10520.742,10755.114,0
7/10/2013,Sunchem,10140.164,10339.63,0
7/11/2013,Sunchem,10192.845,10415.224,0
7/12/2013,Sunchem,10819.059,11042.519,0
7/13/2013,Sunchem,10546.032,10769.373,0
7/14/2013,Sunchem,10367.62,10566.392,0
7/15/2013,Sunchem,10388.283,10605.302,0
7/16/2013,Sunchem,10305.862,10521.271,0
7/17/2013,Sunchem,11297.72,11504.058,0
7/18/2013,Sunchem,10662.827,10851.314,0
7/19/2013,Sunchem,11403.92,11603.894,0
7/20/2013,Sunchem,10785.886,10979.942,0
7/21/2013,Sunchem,10826.861,11025.542,0
7/22/2013,Sunchem,10418.313,10649.857,0
7/23/2013,Sunchem,11538.927,11752.605,0.326400616
7/24/2013,Sunchem,11246.002,11483.594,0
7/25/2013,Sunchem,11126.14,11359.556,0
7/26/2013,Sunchem,11476.365,11685.775,0
7/27/2013,Sunchem,11377.837,11616.11,0
7/28/2013,Sunchem,10454.264,10640.23,0
7/29/2013,Sunchem,11626.227,11876.869,0
7/30/2013,Sunchem,11078.343,11270.268,0
7/31/2013,Sunchem,11667.21,11905.457,0
8/1/2013,Sunchem,10145.203,10363.459,0
8/2/2013,Sunchem,10934.857,11149.086,0
8/3/2013,Sunchem,10159.85,10368.592,0
8/4/2013,Sunchem,11306.931,11544.283,0
8/5/2013,Sunchem,11139.666,11338.868,0
8/6/2013,Sunchem,11401.597,11641.161,0
8/7/2013,Sunchem,11057.841,11286.461,0
8/8/2013,Sunchem,11334.989,11538.958,0
8/9/2013,Sunchem,10412.406,10610.321,0
8/10/2013,Sunchem,11481.641,11724.405,0
8/11/2013,Sunchem,11243.74,11486.72,0
8/12/2013,Sunchem,11665.598,11882.205,0
8/13/2013,Sunchem,11133.578,11349.283,0
8/14/2013,Sunchem,10263.805,10454.541,0
8/15/2013,Sunchem,11384.33,11595.845,0
8/16/2013,Sunchem,11747.829,12001.946,0.327464326
8/17/2013,Sunchem,10582.126,10815.275,0
8/18/2013,Sunchem,10653.236,10876.404,0
8/19/2013,Sunchem,10217.131,10444.039,0
8/20/2013,Sunchem,10248.19,10457.77,0
8/21/2013,Sunchem,11335.45,11588.453,0.324221895
8/22/2013,Sunchem,10509.396,10710.382,0
8/23/2013,Sunchem,11638.092,11848.798,0
8/24/2013,Sunchem,11375.573,11577.687,0
8/25/2013,Sunchem,10552.007,10747.379,0
8/26/2013,Sunchem,11556.296,11783.892,0
8/27/2013,Sunchem,10196.926,10419.697,0
8/28/2013,Sunchem,11128.744,11366.804,0
8/29/2013,Sunchem,10384.628,10584.49,0
8/30/2013,Sunchem,11233.232,11448.882,0
8/31/2013,Sunchem,11211.564,11410.756,0
9/1/2013,Sunchem,11726.3,11979.618,0
9/2/2013,Sunchem,10407.571,10621.319,0
9/3/2013,Sunchem,10532.09,10754.856,0
9/4/2013,Sunchem,10463.403,10659.016,0.325971934
9/5/2013,Sunchem,10553.757,10784.903,0
9/6/2013,Sunchem,11245.978,11485.94,0
9/7/2013,Sunchem,11629.534,11872.364,0
9/8/2013,Sunchem,10450.761,10657.671,0
9/9/2013,Sunchem,10223.307,10444.588,0
9/10/2013,Sunchem,10576.983,10761.172,0
9/11/2013,Sunchem,10232.669,10450.023,0
9/12/2013,Sunchem,10264.611,10474.502,0
9/13/2013,Sunchem,11442.698,11660.679,0
9/14/2013,Sunchem,10995.176,11197.08,0
9/15/2013,Sunchem,10344.869,10541.148,0
9/16/2013,Sunchem,11651.366,11877.67,0
9/17/2013,Sunchem,10636.22,10839.984,0
9/18/2013,Sunchem,10713.92,10950.445,0
9/19/2013,Sunchem,10630.214,10846.081,0
9/20/2013,Sunchem,10464.153,10647.097,0
9/21/2013,Sunchem,11388.766,11600.533,0
9/22/2013,Sunchem,11590.621,11843.081,0
9/23/2013,Sunchem,10272.631,10455.545,0
9/24/2013,Sunchem,10869.445,11093.475,0
9/25/2013,Sunchem,10534.785,10723.856,0.32360662
9/26/2013,Sunchem,10320.465,10501.467,0
9/27/2013,Sunchem,11730.446,11966.88,0
9/28/2013,Sunchem,10363.074,10549.988,0
9/29/2013,Sunchem,10428.959,10653.075,0
9/30/2013,Sunchem,10968.613,11162.905,0
10/1/2013,Sunchem,11564.113,11770.29,0.326589446
10/2/2013,Sunchem,11510.055,11733.484,0
10/3/2013,Sunchem,11677.536,11921.756,0
10/4/2013,Sunchem,10550.298,10743.118,0
10/5/2013,Sunchem,10788.064,11017.296,0
10/6/2013,Sunchem,10250.778,10453.102,0
10/7/2013,Sunchem,10748.766,10976.217,0
10/8/2013,Sunchem,10877.391,11067.98,0
10/9/2013,Sunchem,10289.51,10486.085,0
10/10/2013,Sunchem,10347.803,10531.74,0.326479574
10/11/2013,Sunchem,11138.449,11334.407,0
10/12/2013,Sunchem,10685.51,10894.155,0.326909589
10/13/2013,Sunchem,11256.954,11466.083,0.323628645
10/14/2013,Sunchem,10302.231,10514.946,0
10/15/2013,Sunchem,11649.971,11881.686,0
10/16/2013,Sunchem,10412.777,10639.309,0
10/17/2013,Sunchem,10805.855,11009.144,0
10/18/2013,Sunchem,10564.214,10797.611,0.327279646
10/19/2013,Sunchem,10767.661,10955.706,0
10/20/2013,Sunchem,10397.304,10576.659,0.325860277
10/21/2013,Sunchem,10891.47,11103.811,0
10/22/2013,Sunchem,11604.624,11848.935,0
10/23/2013,Sunchem,11407.855,11633.983,0
10/24/2013,Sunchem,11169.193,11379.6,0
10/25/2013,Sunchem,10623.274,10854.072,0
10/26/2013,Sunchem,10841.39,11066.764,0
10/27/2013,Sunchem,11336.917,11560.431,0
10/28/2013,Sunchem,10687.986,10899.343,0
10/29/2013,Sunchem,11089.808,11284.457,0
10/30/2013,Sunchem,11563.054,11793.312,0
10/31/2013,Sunchem,10275.267,10476.046,0.32591368
11/1/2013,Sunchem,11404.583,11643.545,0
11/2/2013,Sunchem,10766.123,10985.754,0
11/3/2013,Sunchem,10562.781,10775.073,0
11/4/2013,Sunchem,11489.197,11697.937,0
11/5/2013,Sunchem,10618.05,10812.073,0
11/6/2013,Sunchem,10470.296,10692.654,0
11/7/2013,Sunchem,10773.649,10991.701,0
11/8/2013,Sunchem,10241.001,10443.517,0
11/9/2013,Sunchem,11541.203,11795.701,0
11/10/2013,Sunchem,11300.932,11519.405,0
11/11/2013,Sunchem,11083.61,11323.265,0
11/12/2013,Sunchem,11232.554,11456.687,0
11/13/2013,Sunchem,11298.71,11537.781,0
11/14/2013,Sunchem,11599.215,11818.06,0
11/15/2013,Sunchem,11628.645,11865.61,0
11/16/2013,Sunchem,11173.363,11371.2,0
11/17/2013,Sunchem,11536.743,11775.54,0
11/18/2013,Sunchem,10254.469,10458.869,0
11/19/2013,Sunchem,11249.6,11493.837,0.323090937
11/20/2013,Sunchem,11677.178,11901.185,0
11/21/2013,Sunchem,11559.442,11793.085,0.325123092
11/22/2013,Sunchem,10401.884,10595.854,0
11/23/2013,Sunchem,11667.298,11887.506,0
11/24/2013,Sunchem,11109.37,11312.115,0
11/25/2013,Sunchem,11771.764,12006.992,0
11/26/2013,Sunchem,10473.011,10665.53,0
11/27/2013,Sunchem,11452.566,11697.355,0
11/28/2013,Sunchem,10791.168,10990.108,0
11/29/2013,Sunchem,11466.336,11702.882,0
11/30/2013,Sunchem,10985.449,11176.825,0
12/1/2013,Sunchem,10792.937,11014.719,0
12/2/2013,Sunchem,10716.407,10937.291,0
12/3/2013,Sunchem,10756.451,10966.805,0
12/4/2013,Sunchem,11708.733,11964.792,0
12/5/2013,Sunchem,10685.382,10878.545,0
12/6/2013,Sunchem,11588.459,11797.008,0
12/7/2013,Sunchem,10939.115,11138.827,0
12/8/2013,Sunchem,10358.29,10542.895,0
12/9/2013,Sunchem,10340.039,10542.701,0
12/10/2013,Sunchem,10683.724,10902.246,0
12/11/2013,Sunchem,10209.928,10432.463,0
12/12/2013,Sunchem,10911.602,11152.245,0
12/13/2013,Sunchem,10287.421,10474.5,0
12/14/2013,Sunchem,10598.34,10829.703,0.323317626
12/15/2013,Sunchem,10897.901,11102.04,0.325937657
12/16/2013,Sunchem,11480.361,11705.761,0
12/17/2013,Sunchem,10217.654,10415.203,0
12/18/2013,Sunchem,11260.866,11474.256,0
12/19/2013,Sunchem,11466.001,11721.387,0
12/20/2013,Sunchem,11690.729,11910.627,0
12/21/2013,Sunchem,10189.496,10367.241,0
12/22/2013,Sunchem,10873.695,11081.227,0
12/23/2013,Sunchem,11736.195,11969.189,0
12/24/2013,Sunchem,10618.706,10840.395,0
12/25/2013,Sunchem,11345.447,11580.112,0
12/26/2013,Sunchem,11738.693,11996.198,0.327372088
12/27/2013,Sunchem,11562.537,11801.494,0
12/28/2013,Sunchem,10170.365,10374.197,0
12/29/2013,Sunchem,11372.247,11579.434,0
12/30/2013,Sunchem,11012.31,11238.07,0
12/31/2013,Sunchem,10516.516,10711.613,0
