Date,Plant,Production,Raw Material,Sales
2/13/2013,Gary,36761.729,40680,0
2/14/2013,Gary,40634.612,44970,0
2/15/2013,Gary,39871.376,44250,0.265722357
2/16/2013,Gary,35751.726,39580,0.266472036
2/17/2013,Gary,36452.819,40430,0.263366673
2/18/2013,Gary,36964.247,40890,0
2/19/2013,Gary,36267.918,40100,0.265406197
2/20/2013,Gary,40639.255,44960,0.262571834
2/21/2013,Gary,38079.226,42240,0
2/22/2013,Gary,38271.898,42450,0
2/23/2013,Gary,41083.651,45450,0
2/24/2013,Gary,39123.72,43310,0.2662987
2/25/2013,Gary,36456.53,40440,0
2/26/2013,Gary,35636.198,39550,0
2/27/2013,Gary,39098.94,43350,0
2/28/2013,Gary,37810.938,41970,0.264365877
3/1/2013,Gary,35915.588,39860,0
3/2/2013,Gary,36795.207,40860,0
3/3/2013,Gary,35581.981,39370,0
3/4/2013,Gary,37806.799,41850,0
3/5/2013,Gary,36151.102,39960,0
3/6/2013,Gary,38532.964,42690,0
3/7/2013,Gary,37888.958,41970,0
3/8/2013,Gary,36540.954,40500,0.263023795
3/9/2013,Gary,40838.052,45180,0
3/10/2013,Gary,39934.051,44150,0
3/11/2013,Gary,37041.798,41060,0
3/12/2013,Gary,40199.755,44590,0
3/13/2013,Gary,40741.81,45130,0
3/14/2013,Gary,40047.425,44450,0
3/15/2013,Gary,41171.907,45640,0
3/16/2013,Gary,37031.789,41110,0
3/17/2013,Gary,38790.542,42950,0
3/18/2013,Gary,38211.017,42340,0
3/19/2013,Gary,39071.002,43350,0.264204782
3/20/2013,Gary,35532.756,39390,0
3/21/2013,Gary,38131.65,42260,0
3/22/2013,Gary,40093.392,44510,0
3/23/2013,Gary,39356.922,43560,0
3/24/2013,Gary,35668.842,39510,0.263207196
3/25/2013,Gary,39497.363,43820,0.26325498
3/26/2013,Gary,40456.894,44960,0
3/27/2013,Gary,37265.139,41380,0
3/28/2013,Gary,40921.368,45310,0.266573037
3/29/2013,Gary,35666.599,39520,0
3/30/2013,Gary,38093.248,42180,0
3/31/2013,Gary,38949.824,43230,0.266115917
4/1/2013,Gary,37662.817,41790,0
4/2/2013,Gary,39857.898,44270,0
4/3/2013,Gary,36622.722,40560,0.262533216
4/4/2013,Gary,37860.212,41980,0
4/5/2013,Gary,37703.363,41800,0
4/6/2013,Gary,39642.435,43980,0
4/7/2013,Gary,39944.146,44410,0
4/8/2013,Gary,39854.071,44170,0.264158568
4/9/2013,Gary,38619.422,42870,0
4/10/2013,Gary,36301.632,40290,0.263943534
4/11/2013,Gary,39595.234,43920,0.263939968
4/12/2013,Gary,40469.041,44980,0
4/13/2013,Gary,38659.771,42890,0
4/14/2013,Gary,37793.778,41900,0
4/15/2013,Gary,36137.134,40060,0
4/16/2013,Gary,41123.417,45590,0.266178836
4/17/2013,Gary,39224.699,43480,0
4/18/2013,Gary,39259.151,43560,0
4/19/2013,Gary,35780.678,39690,0.263299965
4/20/2013,Gary,36530.966,40610,0
4/21/2013,Gary,35929.886,39880,0
4/22/2013,Gary,39654.325,44070,0
4/23/2013,Gary,37614.64,41750,0
4/24/2013,Gary,35939.286,39960,0
4/25/2013,Gary,39484.76,43920,0.262199541
4/26/2013,Gary,39338.041,43680,0.264914967
4/27/2013,Gary,38802.107,43030,0
4/28/2013,Gary,35517.13,39490,0
4/29/2013,Gary,35853.01,39810,0.263583509
4/30/2013,Gary,40640.252,45060,0
5/1/2013,Gary,36177.714,40240,0
5/2/2013,Gary,41191.447,45660,0.264516725
5/3/2013,Gary,37328.989,41460,0
5/4/2013,Gary,40870.423,45300,0
5/5/2013,Gary,38529.034,42700,0.26523988
5/6/2013,Gary,36885.905,40890,0
5/7/2013,Gary,39761.765,44220,0
5/8/2013,Gary,39452.487,43770,0.266194551
5/9/2013,Gary,38114.607,42250,0
5/10/2013,Gary,38360.766,42500,0
5/11/2013,Gary,35630.063,39620,0
5/12/2013,Gary,40061.47,44550,0.265350724
5/13/2013,Gary,35631.68,39510,0.262669293
5/14/2013,Gary,39859.103,44240,0
5/15/2013,Gary,41063.591,45650,0.26220113
5/16/2013,Gary,38391.485,42620,0
5/17/2013,Gary,37634.952,41800,0.264905566
5/18/2013,Gary,38932.232,43260,0
5/19/2013,Gary,40343.215,44730,0
5/20/2013,Gary,35706.299,39620,0
5/21/2013,Gary,39844.587,44170,0
5/22/2013,Gary,40071.298,44530,0
5/23/2013,Gary,37360.587,41400,0.263623438
5/24/2013,Gary,39156.275,43420,0
5/25/2013,Gary,39080.275,43300,0
5/26/2013,Gary,41195.465,45720,0.266438776
5/27/2013,Gary,38247.012,42390,0
5/28/2013,Gary,35854.66,39800,0
5/29/2013,Gary,39749.763,44150,0.265625983
5/30/2013,Gary,38360.508,42670,0
5/31/2013,Gary,40199.315,44560,0.263322424
6/1/2013,Gary,38604.396,42780,0.264291562
6/2/2013,Gary,36724.152,40780,0
6/3/2013,Gary,38701.088,42980,0.265732778
6/4/2013,Gary,38651.21,42970,0
6/5/2013,Gary,40031.323,44560,0
6/6/2013,Gary,36605.509,40680,0
6/7/2013,Gary,37751.251,41960,0.265100062
6/8/2013,Gary,36622.398,40730,0.262553863
6/9/2013,Gary,36575.374,40680,0
6/10/2013,Gary,39438.095,43870,0
6/11/2013,Gary,38587.142,42820,0.26230624
6/12/2013,Gary,38566.899,42900,0
6/13/2013,Gary,39245.781,43540,0
6/14/2013,Gary,38404.36,42670,0.266128344
6/15/2013,Gary,40766.277,45260,0.265655554
6/16/2013,Gary,39128.745,43580,0
6/17/2013,Gary,40649.843,45200,0.262805071
6/18/2013,Gary,39767.327,44220,0.266289231
6/19/2013,Gary,40592.38,45110,0
6/20/2013,Gary,39136.544,43590,0
6/21/2013,Gary,36176.625,40150,0.266172685
6/22/2013,Gary,38660.768,42930,0
6/23/2013,Gary,40420.79,44950,0
6/24/2013,Gary,38886.945,43280,0
6/25/2013,Gary,39904.488,44350,0
6/26/2013,Gary,35713.14,39720,0.265035916
6/27/2013,Gary,35706.853,39700,0.26431419
6/28/2013,Gary,36440.444,40560,0.266501876
6/29/2013,Gary,40532.418,45090,0.264519053
6/30/2013,Gary,36195.832,40330,0
7/1/2013,Gary,41083.787,45650,0
7/2/2013,Gary,38124.174,42360,0.265433578
7/3/2013,Gary,40225.011,44630,0
7/4/2013,Gary,38832.196,43160,0
7/5/2013,Gary,36792.336,40900,0
7/6/2013,Gary,40910.45,45510,0.266569821
7/7/2013,Gary,35627.149,39520,0
7/8/2013,Gary,36111.364,40140,0
7/9/2013,Gary,35745.038,39810,0.263911693
7/10/2013,Gary,39745.256,44100,0.262299008
7/11/2013,Gary,35924.23,40030,0
7/12/2013,Gary,36248.62,40250,0
7/13/2013,Gary,37087.768,41310,0
7/14/2013,Gary,41091.145,45810,0
7/15/2013,Gary,40037.887,44430,0.265662889
7/16/2013,Gary,37854.447,42210,0
7/17/2013,Gary,36474.334,40610,0
7/18/2013,Gary,41228.18,45880,0.264206011
7/19/2013,Gary,39645.205,44130,0
7/20/2013,Gary,36174.253,40140,0
7/21/2013,Gary,38164.756,42560,0
7/22/2013,Gary,36372.456,40480,0
7/23/2013,Gary,37490.224,41700,0
7/24/2013,Gary,40043.729,44580,0
7/25/2013,Gary,39107.545,43590,0
7/26/2013,Gary,37772.935,42080,0
7/27/2013,Gary,36235.249,40310,0
7/28/2013,Gary,36499.67,40520,0.263093602
7/29/2013,Gary,39539.663,43910,0
7/30/2013,Gary,38478.306,42810,0
7/31/2013,Gary,37356.229,41660,0
8/1/2013,Gary,35709.451,39820,0
8/2/2013,Gary,39842.629,44340,0
8/3/2013,Gary,35708.935,39660,0.262383325
8/4/2013,Gary,36547.175,40750,0.266306107
8/5/2013,Gary,38972.307,43430,0
8/6/2013,Gary,36741.136,40950,0.265333889
8/7/2013,Gary,38569.148,42990,0
8/8/2013,Gary,35566.807,39550,0
8/9/2013,Gary,40779.224,45460,0
8/10/2013,Gary,39465.937,43850,0
8/11/2013,Gary,40657.497,45330,0
8/12/2013,Gary,37202.619,41390,0.266736327
8/13/2013,Gary,35831.9,39850,0
8/14/2013,Gary,39898.515,44330,0
8/15/2013,Gary,36687.135,40880,0
8/16/2013,Gary,36665.102,40880,0
8/17/2013,Gary,41054.371,45660,0.267362044
8/18/2013,Gary,39688.851,44120,0.266247829
8/19/2013,Gary,39497.677,44060,0
8/20/2013,Gary,39118.054,43620,0.266866066
8/21/2013,Gary,38656.377,42970,0
8/22/2013,Gary,37801.248,42120,0
8/23/2013,Gary,37810.104,42100,0
8/24/2013,Gary,36422.726,40650,0
8/25/2013,Gary,37836.091,42190,0
8/26/2013,Gary,38208.476,42490,0
8/27/2013,Gary,38603.448,43020,0
8/28/2013,Gary,40481.842,45090,0.265309917
8/29/2013,Gary,38795.51,43200,0.26222454
8/30/2013,Gary,39079.324,43420,0.263615689
8/31/2013,Gary,36663.478,40790,0.266781271
9/1/2013,Gary,39052.196,43410,0
9/2/2013,Gary,38718.395,43130,0
9/3/2013,Gary,39224.946,43640,0
9/4/2013,Gary,36985.569,41290,0
9/5/2013,Gary,39309.202,43780,0
9/6/2013,Gary,41061.774,45670,0.266910803
9/7/2013,Gary,37905.668,42180,0
9/8/2013,Gary,38552.925,42940,0
9/9/2013,Gary,39091.14,43500,0
9/10/2013,Gary,37665.164,41870,0
9/11/2013,Gary,39039.813,43540,0
9/12/2013,Gary,39982.676,44620,0
9/13/2013,Gary,40443.531,44980,0
9/14/2013,Gary,38497.572,42830,0.265392369
9/15/2013,Gary,36489.728,40710,0
9/16/2013,Gary,37224.763,41420,0
9/17/2013,Gary,40134.012,44670,0
9/18/2013,Gary,39157.161,43550,0
9/19/2013,Gary,35887.139,40060,0
9/20/2013,Gary,38273.167,42670,0.264957752
9/21/2013,Gary,35929.153,39980,0
9/22/2013,Gary,36489.089,40740,0
9/23/2013,Gary,36341.726,40480,0
9/24/2013,Gary,39714.669,44320,0
9/25/2013,Gary,36959.33,41120,0
9/26/2013,Gary,38134.662,42480,0
9/27/2013,Gary,38271.65,42690,0
9/28/2013,Gary,40614.094,45180,0.266129394
9/29/2013,Gary,40528.528,45170,0
9/30/2013,Gary,37554.895,41940,0
10/1/2013,Gary,40940.91,45630,0.263556788
10/2/2013,Gary,35906.335,40020,0
10/3/2013,Gary,38831.213,43180,0
10/4/2013,Gary,38810.901,43340,0.266724781
10/5/2013,Gary,36013.325,40060,0
10/6/2013,Gary,37898.942,42330,0.265006821
10/7/2013,Gary,37625.94,41930,0
10/8/2013,Gary,40424.78,45060,0.266271148
10/9/2013,Gary,37017.656,41360,0.265795402
10/10/2013,Gary,40903.359,45630,0
10/11/2013,Gary,37073.718,41380,0.267136442
10/12/2013,Gary,41189.406,46020,0
10/13/2013,Gary,36929.609,41220,0
10/14/2013,Gary,39006.429,43590,0
10/15/2013,Gary,41029.902,45700,0.262270921
10/16/2013,Gary,36535.889,40800,0
10/17/2013,Gary,36970.604,41160,0
10/18/2013,Gary,36444.779,40650,0
10/19/2013,Gary,37503.288,41880,0
10/20/2013,Gary,39838.043,44420,0
10/21/2013,Gary,37759.866,42030,0
10/22/2013,Gary,38575.435,42920,0
10/23/2013,Gary,39258.629,43780,0.266836213
10/24/2013,Gary,40426.843,45030,0.263687887
10/25/2013,Gary,37456.93,41750,0
10/26/2013,Gary,39104.655,43570,0
10/27/2013,Gary,35971.724,40080,0
10/28/2013,Gary,38123.787,42590,0.267319214
10/29/2013,Gary,37926.583,42320,0
10/30/2013,Gary,38973.497,43500,0
10/31/2013,Gary,35829.856,40000,0
11/1/2013,Gary,38545.732,43100,0
11/2/2013,Gary,38460.736,42850,0
11/3/2013,Gary,36041.936,40290,0.264814716
11/4/2013,Gary,37474.846,41710,0
11/5/2013,Gary,37166.662,41540,0
11/6/2013,Gary,36497.766,40710,0.266580587
11/7/2013,Gary,38130.351,42580,0
11/8/2013,Gary,38253.83,42760,0.265362779
11/9/2013,Gary,39152.319,43650,0
11/10/2013,Gary,39705.981,44270,0
11/11/2013,Gary,35711.766,39770,0
11/12/2013,Gary,36996.092,41330,0
11/13/2013,Gary,38718.532,43310,0
11/14/2013,Gary,40379.35,44980,0
11/15/2013,Gary,35799.345,39910,0.264876491
11/16/2013,Gary,40956.381,45710,0
11/17/2013,Gary,40936.001,45640,0
11/18/2013,Gary,40621.729,45420,0
11/19/2013,Gary,39979.16,44710,0
11/20/2013,Gary,37639.55,41950,0
11/21/2013,Gary,41153.09,45920,0
11/22/2013,Gary,40652.316,45360,0.265938793
11/23/2013,Gary,37709.263,42040,0
11/24/2013,Gary,40988.213,45700,0
11/25/2013,Gary,40597.812,45210,0.264053518
11/26/2013,Gary,36986.843,41210,0.262275461
11/27/2013,Gary,40512.46,45140,0.263967647
11/28/2013,Gary,40628.241,45270,0
11/29/2013,Gary,40175.06,44880,0
11/30/2013,Gary,40166.8,44850,0
12/1/2013,Gary,38887.492,43330,0
12/2/2013,Gary,37819.02,42130,0
12/3/2013,Gary,37026.937,41280,0.263545858
12/4/2013,Gary,37567.825,42020,0
12/5/2013,Gary,40103.191,44690,0.264525598
12/6/2013,Gary,37804.858,42160,0
12/7/2013,Gary,36138.634,40260,0.264124319
12/8/2013,Gary,36613.342,40940,0
12/9/2013,Gary,38015.724,42350,0
12/10/2013,Gary,37928.634,42340,0
12/11/2013,Gary,38693.436,43200,0
12/12/2013,Gary,37254.127,41590,0
12/13/2013,Gary,38510.575,43030,0
12/14/2013,Gary,36035.586,40160,0.266400552
12/15/2013,Gary,35502.714,39620,0.264680223
12/16/2013,Gary,40249.504,44860,0
12/17/2013,Gary,39220.935,43860,0.262932345
12/18/2013,Gary,37381.484,41700,0.262423857
12/19/2013,Gary,40664.688,45390,0
12/20/2013,Gary,37518.872,41820,0
12/21/2013,Gary,41180.997,45990,0
12/22/2013,Gary,40761.134,45460,0
12/23/2013,Gary,36642.216,40970,0
12/24/2013,Gary,39527.042,44090,0
12/25/2013,Gary,37060.335,41420,0.264997272
12/26/2013,Gary,40720.586,45570,0.266928212
12/27/2013,Gary,39521.109,44140,0.266114801
12/28/2013,Gary,36667.052,40870,0.264160394
12/29/2013,Gary,40067.97,44800,0.26602012
12/30/2013,Gary,38166.476,42690,0.267048672
12/31/2013,Gary,38709.228,43270,0.265513785
