Date,Plant,Production,Raw Material,Sales
5/28/2013,Frankfurt,105725.067,106870.128,0.063918453
5/29/2013,Frankfurt,109020.703,110396.074,0.064265944
5/30/2013,Frankfurt,103512.118,105513.245,0.064063872
5/31/2013,Frankfurt,99370.57,100291.266,0.063933469
6/1/2013,Frankfurt,104347.674,104806.879,0.066310203
6/2/2013,Frankfurt,107084.708,107488.847,0.065582617
6/3/2013,Frankfurt,99204.56,100548.148,0.065685853
6/4/2013,Frankfurt,105066.756,106794.69,0.066030797
6/5/2013,Frankfurt,107991.83,109575.029,0.066101247
6/6/2013,Frankfurt,108800.683,109030.986,0.065535849
6/7/2013,Frankfurt,106006.367,106441.762,0.065899692
6/8/2013,Frankfurt,102150.51,103278.391,0.065751892
6/9/2013,Frankfurt,101713.983,103132.993,0.065438571
6/10/2013,Frankfurt,102856.338,103072.408,0.065976924
6/11/2013,Frankfurt,103016.401,105028.04,0.065284166
6/12/2013,Frankfurt,103900.332,104759.565,0.065471814
6/13/2013,Frankfurt,102447.972,102688.016,0.065552205
6/14/2013,Frankfurt,104784.579,106002.15,0.065433046
6/15/2013,Frankfurt,103558.496,104124.145,0.065854374
6/16/2013,Frankfurt,108240.138,108660.856,0.065142701
6/17/2013,Frankfurt,103511.544,104119.3,0.065487016
6/18/2013,Frankfurt,106082.477,107469.987,0.065136131
6/19/2013,Frankfurt,105575.017,105887.892,0.066186709
6/20/2013,Frankfurt,106275.481,106649.064,0.065605973
6/21/2013,Frankfurt,104390.091,105314.834,0.066081863
6/22/2013,Frankfurt,99753.213,101002.317,0.065982746
6/23/2013,Frankfurt,104759.121,106746.998,0.066044089
6/24/2013,Frankfurt,100211.601,100668.61,0.065829386
6/25/2013,Frankfurt,104728.855,106813.286,0.066307925
6/26/2013,Frankfurt,103701.954,103960.496,0.065741592
6/27/2013,Frankfurt,100682.443,102609.768,0.065847952
6/28/2013,Frankfurt,102333.618,103337.684,0.065513903
6/29/2013,Frankfurt,108581.432,108927.469,0.065213671
6/30/2013,Frankfurt,106602.575,107863.6,0.06586527
7/1/2013,Frankfurt,102516.556,104047.639,0.064782624
7/2/2013,Frankfurt,106430.363,108654.314,0.0642381
7/3/2013,Frankfurt,104204.947,104338.196,0.063960224
7/4/2013,Frankfurt,100601.149,101408.367,0.064284657
7/5/2013,Frankfurt,103922.578,105409.301,0.064520392
7/6/2013,Frankfurt,102440.603,103666.137,0.063796819
7/7/2013,Frankfurt,102491.926,104247.151,0.064273976
7/8/2013,Frankfurt,107886.535,108246.799,0.063957821
7/9/2013,Frankfurt,104239.22,104515.572,0.064904773
7/10/2013,Frankfurt,104753.363,105600.514,0.064208721
7/11/2013,Frankfurt,100939.489,101086.945,0.064137726
7/12/2013,Frankfurt,98950.893,100852.392,0.063974419
7/13/2013,Frankfurt,99809.964,101670.035,0.064775177
7/14/2013,Frankfurt,99674.771,100572.095,0.064273684
7/15/2013,Frankfurt,108062.486,109485.988,0.064645213
7/16/2013,Frankfurt,101420.569,103000.29,0.06376871
7/17/2013,Frankfurt,99926.271,100239.458,0.064494907
7/18/2013,Frankfurt,107218.457,108639.568,0.064513774
7/19/2013,Frankfurt,104092.269,105202.855,0.064335627
7/20/2013,Frankfurt,99097.703,100822.019,0.063910231
7/21/2013,Frankfurt,102247.84,102768.692,0.064094985
7/22/2013,Frankfurt,102065.441,102554.145,0.064054082
7/23/2013,Frankfurt,108431.707,108790.283,0.063925044
7/24/2013,Frankfurt,105346.181,106084.908,0.064767903
7/25/2013,Frankfurt,105724.883,107596.795,0.064886331
7/26/2013,Frankfurt,102352.163,104243.689,0.063910553
7/27/2013,Frankfurt,102890.192,104980.701,0.063808357
7/28/2013,Frankfurt,104278.517,105922.572,0.064766015
7/29/2013,Frankfurt,105837.013,107964.343,0.063929743
7/30/2013,Frankfurt,108430.413,108975.185,0.064745902
7/31/2013,Frankfurt,105544.851,106675.811,0.064693891
8/1/2013,Frankfurt,100820.868,101495.887,0.06044543
8/2/2013,Frankfurt,108141.921,109036.054,0.060755748
8/3/2013,Frankfurt,103199.953,104750.801,0.060651606
8/4/2013,Frankfurt,104168.605,104880.466,0.060372856
8/5/2013,Frankfurt,100700.757,102459.901,0.06077063
8/6/2013,Frankfurt,109205.622,109713.475,0.060518708
8/7/2013,Frankfurt,101328.367,102578.227,0.059674834
8/8/2013,Frankfurt,107097.22,108502.627,0.060804689
8/9/2013,Frankfurt,105729.637,105862.475,0.060632517
8/10/2013,Frankfurt,106365.394,108010.265,0.059692461
8/11/2013,Frankfurt,103231.446,105193.505,0.06037618
8/12/2013,Frankfurt,108724.322,110401.21,0.06009684
8/13/2013,Frankfurt,107063.991,108017.621,0.06034128
8/14/2013,Frankfurt,102209.622,103283.08,0.059684676
8/15/2013,Frankfurt,101665.622,103360.277,0.060799325
8/16/2013,Frankfurt,105815.229,107655.71,0.060825994
8/17/2013,Frankfurt,106004.141,106466.518,0.059850938
8/18/2013,Frankfurt,101878.708,103043.811,0.060028972
8/19/2013,Frankfurt,106659.385,108137.481,0.060310861
8/20/2013,Frankfurt,101976.588,103392.373,0.06068329
8/21/2013,Frankfurt,99734.127,100981.332,0.059795648
8/22/2013,Frankfurt,100732.533,101701.425,0.060731248
8/23/2013,Frankfurt,104058.419,105454.085,0.060218695
8/24/2013,Frankfurt,100059.464,100542.55,0.059916315
8/25/2013,Frankfurt,101192.713,101979.537,0.059882441
8/26/2013,Frankfurt,106995.345,107848.241,0.060809671
8/27/2013,Frankfurt,99592.431,99856.632,0.060524288
8/28/2013,Frankfurt,107083.977,108120.898,0.060675046
8/29/2013,Frankfurt,100686.058,102618.949,0.060617196
8/30/2013,Frankfurt,108171.792,110360.807,0.060609961
8/31/2013,Frankfurt,106875.771,107596.605,0.059877216
9/1/2013,Frankfurt,102933.187,104189.256,0.054596513
9/2/2013,Frankfurt,108457.653,110258.738,0.05448432
9/3/2013,Frankfurt,103159.831,103275.435,0.05513164
9/4/2013,Frankfurt,101222.427,101680.492,0.055047053
9/5/2013,Frankfurt,108928.684,109406.825,0.054823085
9/6/2013,Frankfurt,99878.254,100267.037,0.054445816
9/7/2013,Frankfurt,105716.413,107471.921,0.054420704
9/8/2013,Frankfurt,100551.434,101091.389,0.054812957
9/9/2013,Frankfurt,101560.589,103482.126,0.054343541
9/10/2013,Frankfurt,101523.635,102334.17,0.054780041
9/11/2013,Frankfurt,103099.773,104073.948,0.054819033
9/12/2013,Frankfurt,108331.654,109829.933,0.054946938
9/13/2013,Frankfurt,104798.544,104941.268,0.054437914
9/14/2013,Frankfurt,103843.417,104000.97,0.054913311
9/15/2013,Frankfurt,99957.642,100536.876,0.055301396
9/16/2013,Frankfurt,101875.506,102369.411,0.054925185
9/17/2013,Frankfurt,99375.059,100672.77,0.055097763
9/18/2013,Frankfurt,105484.281,107617.553,0.055201778
9/19/2013,Frankfurt,106758.22,108477.728,0.054625696
9/20/2013,Frankfurt,107810.029,109557.45,0.054851011
9/21/2013,Frankfurt,106248.275,107316.52,0.055117625
9/22/2013,Frankfurt,109131.866,110805.137,0.054600831
9/23/2013,Frankfurt,103784.369,104631.39,0.055199803
9/24/2013,Frankfurt,104422.537,106044.541,0.055164243
9/25/2013,Frankfurt,105571.234,106107.523,0.054798684
9/26/2013,Frankfurt,103812.707,105392.952,0.055335724
9/27/2013,Frankfurt,105985.254,107919.913,0.055304211
9/28/2013,Frankfurt,108855.772,111099.112,0.054988918
9/29/2013,Frankfurt,102222.545,103956.746,0.054976622
9/30/2013,Frankfurt,104912.664,106832.917,0.055303674
10/1/2013,Frankfurt,105499.521,106822.367,0.048935531
10/2/2013,Frankfurt,99817.358,101731.065,0.049434258
10/3/2013,Frankfurt,103418.341,103635.578,0.049616064
10/4/2013,Frankfurt,100352.907,100696.784,0.049756929
10/5/2013,Frankfurt,103909.946,105188.559,0.049372071
10/6/2013,Frankfurt,103205.033,105202.238,0.049658941
10/7/2013,Frankfurt,105449.876,105840.019,0.0494518
10/8/2013,Frankfurt,99692.708,100211.181,0.048940174
10/9/2013,Frankfurt,104946.137,106681.435,0.049645771
10/10/2013,Frankfurt,104879.276,106688.681,0.048832814
10/11/2013,Frankfurt,99947.206,100131.035,0.048889775
10/12/2013,Frankfurt,107282.573,108554.119,0.049376333
10/13/2013,Frankfurt,99115.616,100234.617,0.049431384
10/14/2013,Frankfurt,108766.628,109609.742,0.049378014
10/15/2013,Frankfurt,102920.212,104850.558,0.048850481
10/16/2013,Frankfurt,104192.633,106135.038,0.049563461
10/17/2013,Frankfurt,100376.057,100614.496,0.048826771
10/18/2013,Frankfurt,99580.276,99850.867,0.049374243
10/19/2013,Frankfurt,109310.08,109789.539,0.049523289
10/20/2013,Frankfurt,108609.643,109122.766,0.049641169
10/21/2013,Frankfurt,103310.958,105295.847,0.048940823
10/22/2013,Frankfurt,99647.635,100843.238,0.048865702
10/23/2013,Frankfurt,106078.571,106622.09,0.048824016
10/24/2013,Frankfurt,108678.335,109012.627,0.04933219
10/25/2013,Frankfurt,100862.669,102413.936,0.049711651
10/26/2013,Frankfurt,100461.39,102190.827,0.049006453
10/27/2013,Frankfurt,106740.694,107598.613,0.049486428
10/28/2013,Frankfurt,102778.763,103231.541,0.0490552
10/29/2013,Frankfurt,98959.585,99116.191,0.049394229
10/30/2013,Frankfurt,101290.718,103231.918,0.04965784
10/31/2013,Frankfurt,104644.964,106551.09,0.049757004
11/1/2013,Frankfurt,108194.856,109256.006,0.045597574
11/2/2013,Frankfurt,107347.11,107734.855,0.044886915
11/3/2013,Frankfurt,101533.368,103096.38,0.045410393
11/4/2013,Frankfurt,106566.007,107125.138,0.045481879
11/5/2013,Frankfurt,106811.982,108502.172,0.045295164
11/6/2013,Frankfurt,102102.018,103702.175,0.045751908
11/7/2013,Frankfurt,100125.917,101125.941,0.045272185
11/8/2013,Frankfurt,108614.913,110758.428,0.045214873
11/9/2013,Frankfurt,103521.575,104048.691,0.045266621
11/10/2013,Frankfurt,100850.188,100997.489,0.045751888
11/11/2013,Frankfurt,105133.289,107027.966,0.045251652
11/12/2013,Frankfurt,105418.782,106674.158,0.045023383
11/13/2013,Frankfurt,104284.958,104906.685,0.045376597
11/14/2013,Frankfurt,104193.202,106279.668,0.045029693
11/15/2013,Frankfurt,100040.511,100753.29,0.044892299
11/16/2013,Frankfurt,106898.595,107558.15,0.045589359
11/17/2013,Frankfurt,109003.662,111160.605,0.045468268
11/18/2013,Frankfurt,98911.654,99779.897,0.045155863
11/19/2013,Frankfurt,108675.519,109328.054,0.045569929
11/20/2013,Frankfurt,107211.077,109046.696,0.04489812
11/21/2013,Frankfurt,100859.427,101418.771,0.045206725
11/22/2013,Frankfurt,106935.805,108892.455,0.045525329
11/23/2013,Frankfurt,102886.284,103811.055,0.044961828
11/24/2013,Frankfurt,102192.245,103862.854,0.045151954
11/25/2013,Frankfurt,107912.816,108680.404,0.045720165
11/26/2013,Frankfurt,104228.57,105933.666,0.045480771
11/27/2013,Frankfurt,109135.496,110938.659,0.044852956
11/28/2013,Frankfurt,106922.736,108834.526,0.045187714
11/29/2013,Frankfurt,99933.739,101278.208,0.045310463
11/30/2013,Frankfurt,104405.355,105335.056,0.044861681
12/1/2013,Frankfurt,103422.202,104443.265,0.043981609
12/2/2013,Frankfurt,100782.587,102804.927,0.044209901
12/3/2013,Frankfurt,103238.33,103916.473,0.043815076
12/4/2013,Frankfurt,104344.08,105935.598,0.043423748
12/5/2013,Frankfurt,102025.269,103882.249,0.043905383
12/6/2013,Frankfurt,103569.127,104380.668,0.043928691
12/7/2013,Frankfurt,102310.415,103938.584,0.044159596
12/8/2013,Frankfurt,104199.535,105305.917,0.043631527
12/9/2013,Frankfurt,102783.033,104240.647,0.044087087
12/10/2013,Frankfurt,108957.519,110520.708,0.043403529
12/11/2013,Frankfurt,101475.899,102967.031,0.043611793
12/12/2013,Frankfurt,101853.564,102545.171,0.044249001
12/13/2013,Frankfurt,105639.884,106736.099,0.043993159
12/14/2013,Frankfurt,104339.267,105854.195,0.043822874
12/15/2013,Frankfurt,104924.973,105454.002,0.043712422
12/16/2013,Frankfurt,105657.207,107296.339,0.04342333
12/17/2013,Frankfurt,109170.813,109385.591,0.044032707
12/18/2013,Frankfurt,100554.423,101100.55,0.04350305
12/19/2013,Frankfurt,106630.952,107538.416,0.043528896
12/20/2013,Frankfurt,101623.416,103394.824,0.044110951
12/21/2013,Frankfurt,103828.674,104509.501,0.043535649
12/22/2013,Frankfurt,104186.553,106334.107,0.043773797
12/23/2013,Frankfurt,104506.659,105392.074,0.043825978
12/24/2013,Frankfurt,108907.603,109601.839,0.043564245
12/25/2013,Frankfurt,107432.122,107606.415,0.043901533
12/26/2013,Frankfurt,106161.693,108291.147,0.043755723
12/27/2013,Frankfurt,104591.695,106691.254,0.044193689
12/28/2013,Frankfurt,101846.958,102288.399,0.043547257
12/29/2013,Frankfurt,104518.515,105726.011,0.043601262
12/30/2013,Frankfurt,108207.928,109491.972,0.044075916
12/31/2013,Frankfurt,99879.781,101168.892,0.043474482
